"ViolentCrimesPerPop","population","PctForeignBorn","PctHomeless","PopDens","perCapInc","PctUsePubTrans","PctLess9thGrade","PctRecentImmig","NumInShelters","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctPopUnderPov","NumStreet","medIncome","PctPersDenseHous"
"PalmBeachGardenscity,FL",343.74,22965,7.08,0,843.4,26185,0.36,2.41,0.83,0,0.81,65.61,25.8,76.67,4.51,1,44688,1.32
"Milfordtown,MA",15.14,25355,9.72,0.09,1676.4,15980,0.97,10.52,1.7,23,1.34,65.29,30.86,71.12,4.45,0,38180,1.35
"Arcatacity,CA",399.28,15197,4.63,0.02,1816.1,10676,1.2,4.66,0.49,0,1.22,53.91,56.24,66.3,28.12,3,18551,3.51
"UnionCitycity,CA",551.55,53762,32.35,0.01,2766.7,14865,6.89,9.5,4.7,0,8.58,70.57,31.96,73.46,6.51,6,46988,15.01
"Opelikacity,AL",2728.14,22122,1.6,0.24,474.8,12043,0.28,15.26,0.16,53,39.13,62.78,29.31,79.93,20.77,0,25369,5.01
"Middletowntown,CT",220.58,42762,7.53,0.22,1009.2,17814,2.1,10.54,0.65,96,11.1,67.72,40.53,74.47,7.02,0,37644,1.49
"Dublincity,OH",64.07,16366,4.86,0,891.7,30737,0.04,0.57,1.2,0,0.89,73.73,18.72,59.21,1.04,0,71996,0.24
"Parsippany-TroyHillstownship,NJ",148.57,48478,16.7,0,1958.2,22137,3.03,5.33,2.34,0,3.6,73.19,33.96,66.33,2.13,0,50475,2.41
"RanchoPalosVerdescity,CA",324.61,41659,23.24,0,2942.9,36509,0.81,1.59,5.11,0,1.89,62.98,24.88,53.23,3.16,0,79797,2.73
"Gulfportcity,FL",1305.64,11727,9.56,0,3988.8,13842,1.51,8.91,0.43,0,3.33,45.05,22.88,81.36,10,0,21397,1.65
"Claremontcity,NH",286.49,13902,3.63,0.04,311.1,11552,0.37,11.92,0.32,6,0.26,58.91,25.82,73.47,13.05,0,25532,1.75
"Vancouvercity,WA",865.28,46380,4.77,0.45,3167.2,12606,4.38,7.24,0.54,185,2.26,55.34,30.84,62.2,17.06,23,21552,3.51
"Plainfieldcity,NJ",1576.9,46567,15.06,0.04,7442.1,14742,7.17,10.75,3.35,4,65.65,66.65,41.87,79.1,12.22,16,38463,10.44
"Edgewatercity,FL",981.19,15337,3.16,0,2031.9,11025,0.15,8.08,0.17,0,0.73,53.15,19.26,68.99,10.17,0,25053,2
"Sandwichtown,MA",541.89,15489,3.56,0,347.3,17412,0.94,1.5,0.21,0,0.42,64.51,22.01,64.9,4.8,0,43500,0.88
"NewLondontown,CT",710.78,28540,6.62,0.11,4972.5,12971,2.88,11.19,1.05,30,16.84,62.63,47.87,66.26,15.15,1,26336,4.5
"TempleCitycity,CA",542.71,31100,24.03,0,7483.2,16107,2.93,6.25,3.95,0,0.62,62,30.63,66.44,5.56,0,38789,9.41
"Brandoncity,MS",214.53,11077,1.13,0.04,905.6,15611,0,4.65,0,4,12.24,68,24.39,74.35,7.32,0,40633,2.17
"Branchburgtownship,NJ",76.9,10888,8.55,0.03,518.8,26630,1.91,3.85,0.66,3,1.35,75.39,25.85,71.71,1.68,0,67833,0.48
"Durhamtown,NH",108.87,11818,4.41,0,509.3,12774,2.49,0.89,1.56,0,0.63,50.38,70.2,69.9,19.5,0,42477,3.68
"EastLongmeadowtown,MA",276.81,13367,4.2,0,995,17037,0.56,4.96,0,0,0.55,62.84,25.35,69.15,2.98,0,41372,0.54
"Middlesexborough,NJ",141.44,13055,9.2,0,3599.6,18834,2.16,8.1,0.51,0,1.68,70.85,29.18,69.83,2.89,0,47643,1.16
"Brentwoodborough,PA",237.1,10823,1.88,0.05,7221.1,13290,18.13,6.93,0.06,5,0.13,58.32,28.3,62.37,5.74,0,27698,0.54
"MissouriCitycity,TX",223.06,36176,9.56,0,1505.1,18764,1.1,2.96,1.26,0,29.45,75.98,23.13,79.08,3.4,0,51984,3.79
"Newarkcity,CA",809.72,37861,20.99,0.08,2617.6,16721,3.49,7.87,2.66,32,4.32,73.12,31.07,69.29,5.03,0,50471,9.62
"SouthCharlestoncity,WV",208.13,13645,0.97,0.04,2517.5,14422,1.83,6.53,0.15,6,4.05,57.95,22.71,72.56,11.48,0,27366,0.47
"Sunnyvalecity,CA",249.62,117229,22.51,0,5167.9,22309,2.58,4.68,4.34,0,3.43,72.41,36.38,69.94,4.69,0,46403,8.4
"Ocalacity,FL",1622.96,42045,2.71,0.09,1406.2,12783,0.14,10.43,0.15,39,23.79,51.96,26.69,65.43,19.88,0,21766,5.19
"Mahwahtownship,NJ",80.24,17905,11.15,0.01,666.1,27731,5.52,4.63,1.27,1,3.58,72.16,34.13,58.16,3.52,0,56468,1.18
"Scottsdalecity,AZ",251.6,130069,6.28,0,681,23482,1.1,2.69,0.7,0,0.76,64.1,27.85,65.92,5.89,0,39037,1.45
"Pequannocktownship,NJ",112.75,12844,6.29,0,1760.6,20888,2.88,6.68,0.64,0,0.26,68.45,29.64,68.56,1.37,0,54935,0.7
"Midlandcity,TX",457.27,89443,6.33,0.07,1311.3,16201,0.11,9.41,0.84,60,9.14,64.18,22.43,64.03,14.42,6,31544,6.17
"Voorheestownship,NJ",269.6,24559,9.37,0,2043.5,24962,11.32,5.67,1.07,0,6.47,70.97,28.99,66.22,3.6,0,51679,1.15
"Snellvillecity,GA",81.34,12084,1.53,0,1277.9,17523,0,3.39,0.29,0,0.59,69.48,22.37,70.28,2.83,0,46875,0.74
"DelRiocity,TX",302.47,30705,21.25,0,2007.4,7522,0.53,34.33,1.29,0,1.38,49.75,28.8,49.2,38.3,0,17394,17.36
"SouthOgdencity,UT",173.4,12105,2.87,0,3745.4,14031,2.3,2.66,0.57,0,0.83,63.29,24.88,75.32,7.41,0,33524,2.33
"CedarCitycity,UT",93.16,13443,0.53,0.04,1160.5,8960,0.16,3.15,0.04,6,0.29,61.96,33.5,65.28,17.5,0,23415,5.98
"Augustacity,ME",161.73,21325,4.91,0,371.7,13209,0.39,14.27,0.07,0,0.32,60.76,29.95,76.21,12.78,0,25790,1.24
"PacificGrovecity,CA",554.08,16117,10.35,0,5596.2,19533,1.75,3.76,1.25,0,1.38,64.86,29.35,75.89,6.31,0,33385,2.59
"SanMarcoscity,TX",461.98,28743,4.65,0.05,1591.5,8103,2.35,20.25,0.78,12,5.34,53.32,62.26,68.38,37.13,1,14816,8.08
"Mansfieldcity,TX",659.78,15607,3.63,0,389.2,14506,0,6.09,0.39,0,2.69,68.03,21.07,65.64,7.31,0,38108,5.32
"Newtowntown,CT",28.45,20779,5.48,0,347.3,22747,0.94,3.45,0.03,0,0.99,67.53,28.09,65.09,2.5,0,60830,0.68
"Waxahachiecity,TX",661.06,18168,2.47,0,562.6,10722,0.22,11.83,0.41,0,16.97,58.95,27.28,72.17,18.55,0,24244,6.66
"LakeStationcity,IN",692.02,13899,2.74,0,1617.7,10343,0.8,11.66,0.05,0,0.22,58.62,27.5,59.5,11.73,0,28642,5.28
"RohnertParkcity,CA",957.64,36326,8.66,0.04,5470.8,14861,2.85,3.62,1.56,12,2.65,70.65,33.67,71.87,8.54,2,36097,4
"Auburncity,WA",447.63,33102,4.95,0.04,1622,13866,3.3,5.3,0.71,7,1.37,66.16,29.73,69,10.79,5,30007,4.24
"Lewisvillecity,TX",293.63,46521,4.76,0,1246.5,15316,0.18,5.28,0.63,0,4.64,79.29,28.22,75.85,6.03,0,36006,4.74
"Springfieldcity,OR",515.95,44683,2.67,0.12,3210,10222,4.04,7.18,0.42,50,0.66,60.83,28.73,65.64,16.47,5,21932,4.96
"Georgetowncity,TX",278.88,14842,5.78,0,1065,12048,0.26,12.93,0.96,0,5.17,61.46,30.85,76.4,17.94,0,25953,5.75
"Betheltown,CT",95.47,17541,8.53,0,1008.2,20528,2.52,5.13,0.69,0,1.27,71.79,29.02,66.9,2.65,0,53761,1.2
"Decaturcity,AL",521.87,48761,1.04,0.02,996.4,14374,0.18,10.58,0.03,9,16.48,60.77,24.38,65.46,12.7,0,30005,2.01
"NewBerncity,NC",2210.88,17363,1.78,0.01,1639.9,10893,0.35,13.04,0.37,0,43.56,56.08,29.84,66.8,23.2,2,19894,2.85
"Huntsvillecity,AL",1343.3,159789,3.89,0.21,938.2,16204,0.06,6.44,0.67,296,24.42,64.97,31.1,69.35,11.63,39,32295,2.74
"Waterloocity,IA",661.25,66467,0.94,0.02,1059.3,12475,1.37,8.29,0.05,9,12.14,56.41,26.83,70.39,16.9,4,23578,2.06
"Murraycity,KY",333.19,14439,1.93,0,1886,9771,0.37,13.01,0.78,0,5.9,52.04,48.16,74.66,19.63,0,16961,1.04
"Melbournecity,FL",1461.01,59646,6.32,0.14,2006.1,13224,0.14,6.33,1.25,75,9.5,57.63,31.37,68.74,12.84,10,25893,2.73
"Maumeecity,OH",339.84,15561,1.29,0,1780.8,16162,1.02,2.4,0.19,0,0.54,68.92,26.33,75.82,3.73,0,36901,0.98
"Watsonvillecity,CA",1513.08,31099,35.11,0.48,5071.6,10422,1.96,30.14,6.1,124,0.73,59.76,32.39,67.81,15.3,25,27980,26.49
"FondduLaccity,WI",398.42,37757,1.5,0.01,2855.3,12472,0.7,10.45,0.16,5,0.3,62.18,27.88,72.86,9.57,0,26826,1.35
"Tenaflyborough,NJ",44.92,13326,24.31,0,2789.5,36455,12.25,3.5,5.61,0,0.86,59.94,26.84,56.45,3.29,0,68742,1.93
"Bloomfieldtown,CT",446.04,19483,13.55,0,722.9,22478,5.62,7.21,0.99,0,41.49,64.69,30.3,83.09,4.13,0,47853,1.57
"Bogalusacity,LA",1059.43,14280,0.63,0,1456,8232,0,17.76,0,0,34.84,40.37,27.67,64.08,36.8,0,13863,3.94
"LiveOakcity,TX",259.79,10023,5.71,0,2064,13246,0.29,3.65,0.65,0,6.52,72.96,23.02,75.98,5.79,0,35856,3.17
"ColoradoSpringsdivision,CO",510.78,286215,4.72,0.1,2032,13975,1.32,3.73,0.59,273,7.16,65.79,27.09,67.91,11.05,24,28539,2.92
"Keansburgborough,NJ",635.43,11069,3.93,1.11,9947,12279,11,10.45,0.05,122,0.79,58.76,33.65,67.67,9.38,1,31769,4.88
"CollegeStationcity,TX",219.36,52456,9.13,0,1719.2,9262,3.98,2.45,3.52,0,6.28,49.12,71.26,67.32,37.98,0,14481,6.01
"Westwoodtown,MA",69.58,12557,7.65,0,1104.7,26241,7.52,3.11,0.46,0,0.31,63.15,30.25,65.18,2.28,0,58559,0.32
"Havelockcity,NC",255.89,20268,3.37,0,1316.1,9204,0.65,2.5,0.58,0,17.95,77.02,34.01,55.45,10.55,0,24553,4.24
"Borgercity,TX",243.47,15675,5.42,0,1748.7,11781,0,12.89,1.02,0,4.08,51.51,19.92,59.78,15.02,0,26111,4.7
"Dunmoreborough,PA",148.02,15403,1.56,0,1700.3,13083,1.93,9.54,0.05,0,0.34,56.2,31.45,69.84,10.84,0,25927,0.7
"Dubuquecity,IA",303.26,57546,1.46,0.28,2409,12377,1.1,9.4,0.42,79,0.58,61.98,31.41,76.35,10.9,84,27027,1.28
"Woburncity,MA",246.09,35943,6.07,0,2735.6,18155,3.86,4.27,0.69,0,0.97,70.37,36.93,70.13,5.1,0,42679,1.58
"Cerescity,CA",611.64,26314,12.45,0.02,4562.1,11603,0.3,12.3,1.57,4,1.71,57.84,24.05,63.58,15.5,0,30876,10.72
"CorpusChristicity,TX",792.93,257453,5.26,0.05,1841.2,11755,1.86,14.99,0.39,107,4.8,59.5,28.73,63.28,20,11,25773,9.39
"Waterfordtown,CT",336.13,17930,5.26,0.12,528.4,19537,0.79,7.38,0.1,22,2.07,61.89,26.78,68.04,3.36,0,44167,0.62
"Petalumacity,CA",517.46,43184,8.71,0.21,3386.4,17170,4.26,4.55,1.14,68,1.28,68.94,28.02,71.67,4.16,24,40926,3.18
"Westerlytown,RI",65.03,21605,5.48,0.06,693,16409,0.45,8.65,0.13,12,0.6,61.81,27.38,71.59,6.56,0,34844,1.3
"OceanCitycity,NJ",291.41,15512,2.39,0,2164.1,20399,2.8,3.36,0.48,0,4.93,58.94,31.71,73.47,6.59,0,32018,1.51
"Emmausborough,PA",139.73,11157,1.95,0,3726.5,16211,0.9,10.87,0.08,0,0.29,61.06,23.53,72.11,4.23,0,33410,0.53
"Gainesvillecity,FL",1573.82,84770,8.15,0.05,2347.4,11549,2.7,5.08,2.47,35,21.44,55.61,52.7,68.72,26.33,7,21077,4.91
"Plantationcity,FL",502.05,66692,13.92,0,2959.4,21702,0.87,3.84,1.69,0,6.17,66.72,27.15,68.12,3.54,0,41832,2.45
"BaldwinParkcity,CA",604.42,69330,43,0,10147.8,8858,4.11,27.25,7.3,0,2.43,60.27,39.35,58.82,15.69,3,32684,37.49
"Elkhartcity,IN",499.59,43627,2.66,0.15,2457,13331,1,8.56,0.52,58,13.95,66.53,28.56,75.19,12.5,9,25291,2.57
"Riversidecity,CA",1636.75,226505,15.48,0.08,2814.4,14235,1.58,8.84,2.53,174,7.39,62.31,34.8,63.13,11.94,12,34801,10.82
"Naugatucktown,CT",80.73,30625,8.88,0.03,1803.3,16691,0.75,9.51,1.18,9,1.85,69.06,28.43,72.04,4.22,0,39902,1.84
"Pembertontownship,NJ",377.16,31342,6.81,0.04,489.9,12610,1.11,7.74,0.55,13,22.82,68.46,30.11,71.68,7.05,0,35460,5.16
"LittleFallstownship,NJ",320.4,11294,9.12,0.08,3962.3,21204,6.07,6.17,0.45,0,1.72,65.65,36.09,68.22,2.83,9,44970,1.16
"Loraincity,OH",306.05,71245,2.76,0.04,2859,10676,0.71,11.46,0.06,20,13.77,52.6,29.38,57.84,19.85,5,24123,3.45
"Mansfieldcity,OH",2493.17,50627,2.75,0.06,1749.7,11774,1.27,11.21,0.18,30,18.08,51.9,32.73,64.34,17.83,0,22591,1.66
"WestNewYorktown,NJ",568.75,38125,60.4,0.01,36199.2,12047,25.05,31.16,7.58,0,4,61,36,61.13,16.4,2,26361,14.99
"Fayettevillecity,NC",2089.28,75695,3.46,0.17,1799.7,12825,1.22,8.6,0.59,102,38.28,60.87,30.31,65.76,18.75,29,24354,3.06
"ElmwoodParkborough,NJ",122.88,17623,19.92,0,6408.4,17910,4.69,14.86,2.42,0,0.83,62.1,28.92,66.47,3.11,0,38248,2.16
"Stroudtownship,PA",194.82,10600,4.19,0,327.8,16945,2.26,6.74,0.44,0,1.72,63.47,24.1,65.12,3.86,0,39690,1.31
"Warsawcity,IN",30.66,10968,2.18,0.19,1122.4,14633,0.35,8.12,0.25,21,1.07,65.28,24.41,70.86,8.77,0,29978,2.64
"MountVernoncity,WA",214.08,17647,6.95,0.34,2020,13486,0.35,6.56,0.73,58,0.44,60.51,28.14,69.97,13.21,2,27022,4.84
"SiouxFallscity,SD",430.31,99405,1.69,0.13,2213.7,13574,0.56,7.94,0.36,107,0.73,71.01,29.13,82.97,8.61,18,27123,1.59
"Greenevilletown,TN",413.19,13532,0.59,0.01,1186.2,11429,0.12,21.89,0.03,2,6.19,53.38,24.36,74.63,16.56,0,20066,1.27
"Chesapeakecity,VA",430.93,151976,1.75,0,430.6,13817,1.03,7.95,0.18,5,27.41,67.88,26.28,73.04,8.97,0,35737,2.78
"HighPointcity,NC",1271.02,69496,1.49,0.15,1559.7,13324,2.69,12.9,0.12,104,30.19,65.17,29.35,76.46,12.74,0,25035,2.47
"Alamogordocity,NM",483.72,27596,6.14,0,1557,11255,0.09,7.74,0.45,0,6.04,59.34,22.53,66.04,13.52,0,24579,4.15
"RockyHilltown,CT",96.55,16554,8.81,0.05,1187.3,21918,2.42,5.45,0.55,8,2.6,70.65,31.24,80.02,2.94,0,48125,0.59
"Millingtoncity,TN",570.7,17866,2.12,0,1626,9292,0,4.64,0.3,0,15.84,79.79,56.16,61.76,11.19,0,23815,4.2
"Sacocity,ME",64.94,15181,2.91,0,380.7,14405,0.83,9,0.28,0,0.29,64.91,27.28,76.98,6.07,0,32655,1.07
"SevenHillscity,OH",57.88,12339,10.86,0,2394.1,17063,2.54,7.3,0.21,0,0.11,54.64,25.58,62.4,1.93,0,42240,0.37
"Charlestoncity,WV",1368.23,57287,1.78,0.3,1876.5,16067,5.26,9.19,0.2,156,14.25,53.1,28.88,62.34,18.77,14,23584,1.07
"Westontown,MA",122.95,10200,8.41,0,578.6,46855,7.26,1.3,0.64,0,0.73,60.48,28.33,59.04,3.6,0,95134,0.15
"Delawarecity,OH",264.2,20030,1.96,0,1852,12155,0.35,6.45,0.56,0,4.57,63.21,33.82,74.49,9.8,0,28975,1.53
"Staffordtownship,NJ",233.22,13325,4.48,0,270.3,14628,0.92,7.71,0.17,0,0.25,54.54,23.91,67.17,7.72,0,31689,1.49
"Erlangercity,KY",591.05,15979,1.06,0,1858,13303,2.96,5.45,0.22,0,1.01,74.11,25.41,75.42,5.38,0,33502,1.71
"Natchezcity,MS",549.22,19460,0.38,0,1422.1,10387,0.85,15.56,0.04,0,50.34,47.77,30.57,67.96,31.79,0,16769,3.71
"NorthReadingtown,MA",64.3,12002,3.02,0,873.9,19100,2.55,2.8,0.18,0,0.3,70.34,29.87,71.59,2.09,0,52707,0.89
"Westminstercity,CA",496.56,78118,29.13,0,7508.5,15530,2.04,10.13,6.24,0,1.11,66.08,35.46,65.29,11.44,2,41364,14.63
"Vernoncity,TX",2451.06,12001,1.95,0,1436.2,9613,0.29,19.94,0,0,10.64,53.54,27.27,78.15,19.59,0,20396,4.54
"Edmondscity,WA",194.55,30744,8.1,0.03,4064.5,20868,5.89,2.28,0.75,10,0.92,67.01,25,75.92,4.66,0,40515,2
"Steubenvillecity,OH",1911.64,22125,3.5,0.09,2634.1,11362,1.01,12.58,0.28,21,15.45,40.92,31.35,50.94,24.28,0,17631,0.86
"Florencecity,SC",1678.68,29813,1.52,0.06,1951.1,12831,1.24,16.43,0.32,18,47.04,56.82,35.5,73.22,21.83,1,24906,4.77
"Chinocity,CA",950.76,59682,17.22,0,3379.5,12916,0.53,11.44,1.96,0,9.75,56.41,48.37,66.93,7.36,0,41958,11.75
"Ogdensburgcity,NY",7.6,13521,5.08,0,2575.8,11213,0.77,10.81,0.29,0,8.27,44.61,43.01,75.03,13.97,0,23394,1.21
"Portsmouthcity,VA",1308.07,103907,1.34,0.02,3026.2,11158,3.49,12.62,0.11,3,47.33,57.5,31.11,67.3,17.74,16,24601,4.27
"Ludlowtown,MA",331.11,18820,16.07,0,669.1,14273,0.2,15.68,0.64,0,0.2,66.8,27.77,76.51,4,0,36247,1.41
"Hallandalecity,FL",1938.43,30996,24.98,0,7115.7,16950,3.73,11.11,1.66,0,14.17,35.44,20.81,58.3,15.96,0,20841,4.73
"Goodlettsvillecity,TN",627.84,11219,2.08,0,793,15576,0.69,7.44,0.28,0,3.44,72.19,23.18,78.02,4.85,0,35483,1.32
"Montgomerycity,AL",860.21,187106,1.51,0.06,1338,12755,1.54,8.69,0.19,109,42.34,61.38,31.3,73.16,18.08,5,26311,4.57
"Randolphtownship,NJ",43.5,19974,9.3,0,919.5,26746,1.93,3.01,1.23,0,2.98,71.88,27.48,65.35,2.64,0,64403,1.31
"LaMesacity,CA",487.28,52931,9.04,0,5541.4,16700,2.79,3.64,1.33,0,3,61.71,33.13,65.41,9.24,0,31171,4.4
"Montebellocity,CA",1285.83,59564,39.04,0,6964.9,12276,5.98,20.28,6.84,0,0.97,58.24,37.61,56.68,14,0,31441,22.78
"NewBerlincity,WI",113.19,33592,2.89,0,880.1,18245,0.76,3.28,0.15,0,0.24,73.98,24.37,73.58,1.7,0,49394,0.74
"Arkadelphiacity,AR",47.11,10014,1.83,0.24,1397.8,9106,0.62,12.71,0.2,24,25.66,53.74,45.85,71.7,28.09,0,16848,2.58
"Shrewsburytown,MA",421.34,24146,6.12,0,1124.1,20508,0.54,3.94,0.56,0,1.06,66.24,29.34,67.89,3.76,0,44248,0.9
"Dartmouthtown,MA",296.26,27244,11.6,0,427.4,15389,0.78,19.2,0.14,0,0.72,58.01,32.89,74.9,5.74,0,35138,1.22
"NewCanaantown,CT",49.63,17864,9.34,0,779.2,52692,17.42,1.83,0.96,0,1.29,62.41,25.54,54.54,2.54,0,91951,0.4
"BrighamCitycity,UT",94.16,15644,1.77,0.13,1211.2,11819,0.66,3.87,0,20,0.07,60.34,22.42,60.74,6.83,0,33784,3.85
"Clevelandcity,TN",878.96,30354,1.53,0.01,1477.2,12265,0.05,18.61,0.27,2,7.17,58.95,26.44,69.82,17.38,0,22894,2.31
"Carpinteriacity,CA",480.87,13747,18.75,0.49,4902.6,15615,2.94,10.23,3.96,67,0.76,69.18,33.81,78.04,5.92,0,34827,12.04
"Salinascity,CA",1219.94,108777,26.42,0.14,5637.3,11351,2.28,23.31,3.45,68,3.01,61.85,32.84,67.53,15.58,86,31271,22.21
"Oviedocity,FL",827.68,11114,4.19,0,801,14266,0,2.53,0.75,0,12.24,74.27,22.47,69.58,7.83,0,40221,2.85
"PalisadesParkborough,NJ",111.83,14536,38.48,0,11613.9,17995,16.57,10.5,10.99,0,1.57,63.62,33.01,54.6,7.7,0,36019,6.77
"Plainsborotownship,NJ",162.1,14213,15.08,0,1141.9,27799,9.49,1.42,3.81,0,10.71,83.75,37.33,64.53,1.54,0,46915,1.98
"Vallejocity,CA",1448.54,109199,18.1,0.05,3488.3,14271,3.7,6.8,2.23,47,21.15,62.7,31.28,70.66,8.48,9,36605,9.25
"ElCampocity,TX",622.29,10511,3.88,0,1777.9,11174,0,22.7,0.47,0,11.97,57.2,25.24,67.14,22.09,0,21049,7.94
"Lancastercity,CA",1218.85,97291,9.15,0.05,1057.6,14842,1.04,5.84,1.81,49,7.41,61.3,29.16,62.08,9.9,0,38388,6.6
"CommerceCitycity,CO",1509.31,16466,3.61,0.24,795.8,8651,3.77,13.8,0.77,39,2.86,57.45,28.68,64,23.23,0,20427,7.91
"GrantsPasscity,OR",213.5,17488,2.51,0.45,2614.8,11607,0,7.68,0.22,79,0.22,50.63,24.2,73,18.05,0,21557,3.51
"SanBenitocity,TX",534.6,20125,16.84,0,2144.6,6335,0.32,40.75,1.82,0,0.21,47.8,31.91,58.78,36.8,0,16553,22.87
"Cantontown,MA",133.14,18530,5.13,0,944.5,22035,9.12,3.28,0,0,1.28,66.41,33.46,73.28,2.39,0,53492,0.76
"Polandtownship,OH",8.85,13993,2.27,0,639.9,15261,0,3.07,0.17,0,0.08,58.59,22.2,64.42,4.05,0,36132,0.7
"Evansvillecity,IN",591.12,126272,0.93,0.07,2993.9,12564,1.64,11.05,0.18,79,9.53,58.54,27.86,73.89,14.61,4,22936,2.05
"Tylercity,TX",1141.93,75450,5.34,0.02,1836.7,13400,0.33,9.69,0.75,10,28.17,57.34,29.33,66.46,19.53,4,23661,5.55
"Burbankcity,CA",491.18,93643,25.73,0.05,5210.5,18897,3.23,8.38,4.29,46,1.75,65.27,35.58,65.73,8.32,1,35959,9.74
"Newarkcity,OH",1082.63,44389,0.73,0,2376.3,11680,0.49,8.71,0.03,1,3.21,56.8,24.38,64.79,15.56,0,23062,1.46
"Gretnacity,LA",1590.48,17208,2.57,0,4722.3,8836,3.82,18.11,0.38,0,34.09,46.36,34.84,62.05,29.88,0,17344,8.22
"MiamiBeachcity,FL",1981.89,92639,51.31,0.09,12711.2,16504,14.84,16.88,8.35,61,5.18,47.01,33.74,62.86,25.22,20,15312,15.45
"Uplandcity,CA",996.19,63374,12.8,0.08,4053.1,19569,0.96,5.55,1.84,22,5.33,67.15,29.49,64.15,7.77,30,41965,6.44
"Girardcity,OH",60.84,11304,2.72,0,2265.9,11483,0.37,9.78,0.04,0,2.13,52.83,27.08,60.53,12.06,0,23999,1.31
"Shreveportcity,LA",1291.41,198525,1.06,0.06,1943.4,11663,3.38,10.01,0.2,115,44.76,54.26,31.13,69.41,25.26,14,22079,5.1
"Rollacity,MO",167.73,14090,6.01,0,1691.1,10247,0.11,11.83,2.78,0,2.09,49.32,51.68,66.34,22.38,0,18784,2.75
"Weehawkentownship,NJ",583.07,12385,39.42,0.19,14029.2,17363,37.01,15.25,4.37,24,4.5,65.64,41.03,62.04,9.56,0,34716,7.1
"Nashuacity,NH",84.54,79662,7,0.04,2486.9,18010,1.16,6.63,1.28,26,1.62,70.46,31.11,72.21,6.53,2,40505,1.59
"Greensborocity,NC",861.57,183521,2.64,0.07,2220.1,15644,1.57,7.63,0.62,132,33.95,67.55,36,77.13,11.58,2,29184,2.37
"Somersetcity,KY",566.36,10733,0.39,0.06,1074.2,10109,1.05,31.9,0,6,4.7,45.7,29.12,62.06,22.25,0,16810,1.39
"Canandaiguacity,NY",89.41,10725,2.05,0,2250.7,14253,0.64,7.69,0,0,0.93,61.22,32.44,72.89,9.95,0,28428,0.97
"Blacksburgtown,VA",112.41,34590,10.81,0,1779.3,9750,6.36,3.4,4,0,4.27,45.37,73.08,63.73,37.43,0,18592,1.83
"Indianapoliscity,IN",1682.47,741952,1.91,0.09,1952.4,14605,3.23,6.95,0.29,563,22.38,65.6,31.03,73.22,12.47,137,29083,2.47
"Berwickborough,PA",82.95,10976,0.68,0,3421.4,10246,0.24,12.7,0,0,0.42,51.63,26.73,67.62,10.64,0,20423,1.02
"ChulaVistacity,CA",721.98,135163,22.31,0.01,4500.6,14102,4.49,9.55,3.21,0,4.6,61.59,29.66,62.97,9.8,14,32012,10.86
"Griffithtown,IN",416.93,17916,3.44,0,1983.6,14652,4.31,5.58,0.3,0,2.42,66.73,27.55,65.81,4.16,0,36562,1.91
"Brookfieldtown,CT",55.84,14113,7.18,0.04,687.9,24277,1.89,3.02,0.86,5,0.72,71.79,27.06,67.87,2.36,0,60054,0.67
"Victorvillecity,CA",867.49,40674,11.35,0.3,938.5,11474,0.18,8.42,2.16,20,9.59,53.26,25.48,53.44,14.82,104,28698,8.58
"Valparaisocity,IN",366.83,24414,2.97,0,2321.6,14987,1.34,4.83,0.5,1,0.58,60.99,36.67,71.67,8.63,0,31602,1.29
"AsburyParkcity,NJ",2052.79,16799,11.2,0.17,11323.1,11267,8.57,11.2,1.7,27,59.39,57.89,45.09,71.24,23.33,1,20754,9.95
"Bournetown,MA",399.23,16064,2.96,0,379.1,14962,1.49,4.06,0.17,0,1.41,60.15,31.52,69.19,6.7,0,34159,1.02
"Avontown,CT",43.01,13937,5.83,0,581.6,34204,1.4,2.96,0.6,0,0.93,67.16,23.71,60.5,1.5,0,66602,0.24
"MossPointcity,MS",765.29,17837,0.41,0,687.6,8809,0.29,13.53,0.04,0,65.48,49.5,32.71,68.56,22.72,0,21201,6.4
"Naticktown,MA",186.52,30510,6.69,0,1952,22176,7.12,2.73,1.01,0,2.01,71.33,32.74,73.63,3.15,0,49229,0.82
"Levellandcity,TX",243.47,13986,3.12,0,1368.5,11166,0.33,17.07,0.14,0,6.19,57.49,26.81,63.96,19.4,0,23497,8.82
"Russellvillecity,AR",229.44,21260,0.68,0,799.8,11234,0.36,11.4,0.1,0,4.7,58.53,31.89,69.32,14.73,0,22902,1.97
"Clevelandcity,OH",1678.54,505616,4.15,0.14,6336.3,9258,14.25,12.53,0.45,589,46.56,47.78,39.67,55.61,28.67,105,17822,2.89
"Pueblocity,CO",1684.94,98640,2.26,0.15,2651.9,10168,1.11,12.19,0.31,92,2.18,49.54,28.72,63.38,21.65,56,20501,3.73
"SantaClaracity,CA",482.97,93613,22.97,0.12,4937.4,19676,2.44,6.55,4.24,114,2.57,70.44,40.54,70.9,6.23,0,44707,9.29
"EauClairecity,WI",144.2,55180,3.47,0.02,2212.3,11467,1.37,7.35,1.58,9,0.38,60.01,40.04,71.83,18.82,4,24535,2.29
"SantaAnacity,CA",1091.39,293742,50.88,0.15,10468.4,10019,8.61,33.07,12.97,181,2.62,66.04,43.47,65.15,18.15,255,35162,38.13
